Timestamp,Emotion
2025-11-19 10:42:06,Happy
2025-11-19 10:42:06,Happy
2025-11-19 10:42:07,Happy
2025-11-19 10:42:07,Fear
2025-11-19 10:42:07,Happy
2025-11-19 10:42:07,Happy
2025-11-19 10:42:08,Happy
2025-11-19 10:42:08,Happy
2025-11-19 10:42:08,Happy
2025-11-19 10:42:08,Happy
2025-11-19 10:42:08,Happy
2025-11-19 10:42:09,Neutral
2025-11-19 10:42:09,Happy
2025-11-19 10:42:09,Happy
2025-11-19 10:42:09,Neutral
2025-11-19 10:42:09,Happy
2025-11-19 10:42:10,Neutral
2025-11-19 10:42:10,Happy
2025-11-19 10:42:10,Happy
2025-11-19 10:42:10,Happy
2025-11-19 10:42:10,Happy
2025-11-19 10:42:11,Happy
2025-11-19 10:42:11,Happy
2025-11-19 10:42:11,Happy
2025-11-19 10:42:11,Happy
2025-11-19 10:42:11,Happy
2025-11-19 10:42:12,Happy
2025-11-19 10:42:12,Happy
2025-11-19 10:42:12,Happy
2025-11-19 10:42:12,Happy
2025-11-19 10:42:13,Happy
2025-11-19 10:42:13,Happy
2025-11-19 10:42:14,Neutral
2025-11-19 10:42:14,Neutral
2025-11-19 10:42:15,Neutral
2025-11-19 10:42:15,Surprise
2025-11-19 10:42:15,Surprise
2025-11-19 10:42:15,Surprise
2025-11-19 10:42:16,Neutral
2025-11-19 10:42:16,Neutral
2025-11-19 10:42:19,Happy
2025-11-19 10:42:20,Happy
2025-11-19 10:42:20,Happy
2025-11-19 10:42:23,Neutral
2025-11-19 10:42:32,Neutral
2025-11-19 10:42:33,Neutral
2026-08-31 21:57:07,Happy
2026-08-31 21:57:08,Sad
2026-08-31 21:57:09,Sad
2026-08-31 21:57:09,Happy
2026-08-31 21:57:10,Happy
2026-08-31 21:57:11,Neutral
2026-08-31 21:57:12,Neutral
2026-08-31 21:57:12,Neutral
2026-08-31 21:57:12,Neutral
2026-08-31 21:57:12,Neutral
2026-08-31 21:57:13,Neutral
2026-08-31 21:57:13,Neutral
2026-08-31 21:57:14,Happy
2026-08-31 21:57:15,Happy
2026-08-31 21:57:16,Neutral
2026-08-31 21:57:16,Neutral
2026-08-31 21:57:16,Neutral
2026-08-31 21:57:17,Neutral
2026-08-31 21:57:17,Neutral
2026-08-31 21:57:20,Happy
